,Tweet_ID,Date_Time,Tweet_Content,Is_Rumor
133,552800290861510656,07 Jan 2015 12:13:54,charliehebdo attack asked aljazeera charliehebdo journalists apologize making fun islamists,2
134,552800929519792128,07 Jan 2015 12:16:26,least dead muslim terror attack france show support posting charlie hebdo cartoons banislam httptco85pozirhhg,2
135,552801028262096896,07 Jan 2015 12:16:50,latest least dead shooting french magazine charliehebdo france raises terror alert highest level httptcojvrjf5b1lw,2
136,552801115516186625,07 Jan 2015 12:17:11,france problem quite serious one charliehebdo httptcoh15l2arf3d,2
137,552801438821515264,07 Jan 2015 12:18:28,charlie hebdo journalist wandrille lanos tells france men kalashnikovs entered office calls scene carnage,1
138,552801667855695873,07 Jan 2015 12:19:22,masked gunmen pictured near charliehebdo offices httptcozvfj25enec httptcoqtwholqick,2
139,552801724898226176,07 Jan 2015 12:19:36,fact every journalist india stand charliehebdo one publication reprint controversial work,2
140,552801829290270720,07 Jan 2015 12:20:01,fact gunmen shouting allah hu akbar shooting rules connection religion peace charliehebdo,3
141,552801880812691456,07 Jan 2015 12:20:13,cartoonist stephane charbonnier critically injured attack lefigaro charliehebdo httptcofhmfumqffo,0
142,552801894092275712,07 Jan 2015 12:20:16,condemn attack charliehebdo whomever attackers whatever cause may nothing justifies taking life,2
143,552801954733490176,07 Jan 2015 12:20:31,confirmed dead charliehebdo attack afp httptco82wvynxtec,1
144,552801958428700672,07 Jan 2015 12:20:32,nine journalists two police officers killed charliehebdo attack police spokesman confirms httptcoktqoywxkev,3
145,552801979861598208,07 Jan 2015 12:20:37,right draw muhammad without shot precious many us muhammad charliehebdo killers httptcoqedw4trok9,2
146,552802011733716992,07 Jan 2015 12:20:44,issue charlie hebdo whose cover featured mohammed httptcoesflydfbrh,2
147,552802098602319873,07 Jan 2015 12:21:05,map shows gun attack satirical magazine charliehebdo took place central paris httptco5azakumpnd httptcoecfyztmvk9,2
148,552802099331735552,07 Jan 2015 12:21:05,quran says whoever kills innocent soul killed entire humanitycharliehebdo paris httptcouinz805mpa,2
149,552802117908697088,07 Jan 2015 12:21:10,showing solidarity victims necessary enough must insist coexist reject dont charliehebdo,2
150,552802128688078848,07 Jan 2015 12:21:12,twelve people confirmed dead shooting french satirical magazine charlie hebdo paris httptcox6uwh7pfp1 httptcotcwte8nkpm,1
151,552802515969138688,07 Jan 2015 12:22:45,video emerged showing moment gunmen opened fire charliehebdos hq paris httptcozrsbe9fc1l httptcote7kwlhusn,2
152,552802531672588288,07 Jan 2015 12:22:48,parisian doctor lets subscribe charliehebdoitll waiting room retire via bourmeau httptco3ijtqck3o7,2
153,552802606696136705,07 Jan 2015 12:23:06,charlie hebdo shooting ferociously shocking moment terrible implications us httptcosijo1vrp3w twelve dead,1
154,552802654641225728,07 Jan 2015 12:23:18,charlie hebdo shooting latest dead gunmen still large httptco6jrqxgpogm httptcoho7lvftma5,1
155,552802714816905216,07 Jan 2015 12:23:32,wish news outlets publish charliehebdo cartoonssatire tomorrow front pages tribute dead rip,2
156,552803413583360001,07 Jan 2015 12:26:19,forget truth today even satire unacceptablecharliehebdo,2
157,552803431702749184,07 Jan 2015 12:26:23,agree say ill defend death right say voltaire charliehebdo httptco5fzkhe1ldj,2
158,552803757864787968,07 Jan 2015 12:27:41,freedom speech right much cause worth fighting obscurantism danger made real today charliehebdo,2
159,552803792618799106,07 Jan 2015 12:27:49,reporting story telegraph pixilated charlie hebdos la vie de mahomet httptcoelhnzunr0a httptcojdhlcqbtfp,2
160,552803839490150400,07 Jan 2015 12:28:00,update police say people killed armed gunmen stormed headquarters french weekly publication charlie hebdo paris,1
161,552804175310901248,07 Jan 2015 12:29:20,headline charliehebdo week isis executes phorphet mohamed police chase terrorists httptco4qqvijlp8a httptco1zjuizvlf3,2
162,552804198161854464,07 Jan 2015 12:29:26,bad bad day press freedom freedom expression satire thoughts relatives victims charliehebdo,2
163,552804301316579330,07 Jan 2015 12:29:50,ive seen one national newspaper pixelate cover charlie hebdo selfcensorship begins terrorists enlightenment,2
164,552804328319504384,07 Jan 2015 12:29:57,frances charlie hebdo newspaper long reveled art provocation httptcoetwcbzhpnl,2
165,552804394727927808,07 Jan 2015 12:30:12,police say dead charliehebdo attack including police officers prosecutor says gunmen still large httptco4aaqpaqmob,1
166,552804408233193473,07 Jan 2015 12:30:16,people known died gunmen stormed paris hq magazine charliehebdo httptcoimge2aacpw httptcoh2wgfokyvw,1
167,552804454773567488,07 Jan 2015 12:30:27,time takeastand iamcharliehebdo charliehebdo httptcov9zua4vrjy,2
168,552804491821854720,07 Jan 2015 12:30:36,im fan charliehebdo sickening terrifying unjustifiable attack journalists thoughts amp prayers victims,2
169,552804592988479488,07 Jan 2015 12:31:00,governrment attacks terrorist attacks hard journalist days charlie hebdo,2
170,552804668951511041,07 Jan 2015 12:31:18,terrorist attack footage today dead paris charliehebdo newspaper httptco5siqslhceh,1
171,552804763461775360,07 Jan 2015 12:31:40,breaking police official confirms died attack charliehebdo headquarters httptcok7zhv9c27f,1
172,552804769241526272,07 Jan 2015 12:31:42,wide uncompromising condemnations arab twitter insane attack charliehebdo hope everyone sees dont focus fools,2
173,552804784819154944,07 Jan 2015 12:31:45,support charliehebdo free press please rt cartoons show united dignified defiance httptcomc2aowshya,2
174,552804810463117312,07 Jan 2015 12:31:52,condolences staff charlie hebdo amp loved ones stood free speech amp paid lives stand charliehebdo,2
175,552804839886184448,07 Jan 2015 12:31:59,charlie hebdo shooting twelve dead paris offices satirical magazine live updates httptcoyc1915svdd,1
176,552804962158514176,07 Jan 2015 12:32:28,utterly disgusting aljazeera blaming free speech berlin protests attack charliehebdo,2
177,552805050620604418,07 Jan 2015 12:32:49,know gunmen charliehebdo attack httptcoz4xlmmedl5 pic gelbardafpgetty httptcokktg9fgeba,2
178,552805069956329472,07 Jan 2015 12:32:53,sirens paris street poor charlie hebdo poor families poor kids live poor local muslims get blame poor paris,2
179,552805169206157312,07 Jan 2015 12:33:17,attack charliehebdo cowardly senseless muslim outraged happened today prayers families,2
180,552805175874686977,07 Jan 2015 12:33:19,never appropriate say f em cant take joke charlie hebdo absolute equal opportunity offender satire,2
181,552805209424941058,07 Jan 2015 12:33:27,good backgrounder new yorker charlie hebdo affair laughing blasphemy httptcoldwdceoxfg,2
182,552805267990413312,07 Jan 2015 12:33:41,cartoonists cabu charb died attack charliehebdo lepoint reports httptconbdm0iziq4 httptcoxmcxkb8qtk,0
183,552805450350362625,07 Jan 2015 12:34:24,charliehebdo satire father true political freedom born 18th century scourge bigots tyrants sing praises,2
184,552805488631758849,07 Jan 2015 12:34:33,least killed todays attack satirical magazine charliehebdo paris official says httptcozufxcg3rfs,1
185,552805596198871040,07 Jan 2015 12:34:59,video footage paris shooting french tv via nycjim including shout allahu akbar httptcozrcne2neq6,3
186,552805619301097472,07 Jan 2015 12:35:04,dead charlie hebdo gunmen show signs military training fled black car dumped hijacked another set suburbs,3
187,552805638024077312,07 Jan 2015 12:35:09,speculative judging video amp imagery scene charliehebdo attack gunmen amateurs look experienced,2
188,552805735885991936,07 Jan 2015 12:35:32,dead paris attack charliehebdo office five others critical httptco2j4wqdjntp httptcoqerbyqi6ju,3
189,552805799106732032,07 Jan 2015 12:35:47,journalists admin staff police officers among injured charliehebdo attack httptcocmsu4asqjl httptcozqkhljk5b9,2
190,552805830677258240,07 Jan 2015 12:35:55,raw video warning graphicterror attack charlie hebdo paris headquartershttpstcoqzo3wbxhfd via nomanescio parisshooting,2
191,552805853762699264,07 Jan 2015 12:36:00,killing writers journalists cartoonists silence make voices loudercharliehebdo,2
192,552805956619628544,07 Jan 2015 12:36:25,share video masked gunmen charliehebdo offices executing police officer barbaric amp life respected,2
193,552805970536333314,07 Jan 2015 12:36:28,attempts extend blame muslims treated disgust attempts justify attacks charliehebdo,2
194,552806056154644480,07 Jan 2015 12:36:49,pictureis terrorist scum executes injured police man parischarliehebdo httptcowov8g7gl0b,2
195,552806077755326464,07 Jan 2015 12:36:54,satirical french magazine charliehebdo attacked gunmen latest news report httptcogjtbtoqimo httptcoiikbos2puk,2
196,552806117328568321,07 Jan 2015 12:37:03,paris highest terrorist alert people shot dead offices satirical weekly magazine httptco040pfc0if8,1
197,552806309540528128,07 Jan 2015 12:37:49,lepoint charliehebdo cartoonists charb amp cabu dead httptco7usd83cqd2 httptcowghblilfox,0
198,552806462125506560,07 Jan 2015 12:38:25,charliehebdo nothing justify attack amp organised amp committed crimes brought justice httptcoeodtpltqll,2
199,552806610490646528,07 Jan 2015 12:39:01,muslim killing innocent people name islam much much offensive cartoon ever charliehebdo,2
200,552806624046641153,07 Jan 2015 12:39:04,oh god heart sick charlie hebdo news one brave newspapers world,2
201,552806757672964097,07 Jan 2015 12:39:36,update confirmed dead charliehebdo attack paris ap reporting story httptcojfqmha1gdv ap httptcovdcifhia9u,1
202,552806890498191361,07 Jan 2015 12:40:08,sympathy solidarity charliehebdo charliehebdo httptcow2cbdvj0k6,2
203,552806932176977920,07 Jan 2015 12:40:17,ideology resorts murdering satirists publically admitting weak insecure amp ridiculous charliehebdo,2
204,552806937470201856,07 Jan 2015 12:40:19,gunshots heard well shouts allahu akbar amateur videos charliehebdo attack httptco3jsosc7yl3 httptconm8t2kjjgx,3
205,552807013764575232,07 Jan 2015 12:40:37,follow list journalists amp media outlets covering attack charliehebdo magazine paris httptco6njhxoebq4,2
206,552807027781947393,07 Jan 2015 12:40:40,photo cartoonists killed attack charliehebdo paris today ripvia lepoint httptcomms8xwu1ze,0
207,552807054268956673,07 Jan 2015 12:40:47,lets play game blamed racism charlie hebdo b poverty c colonial france evil free speech,2
208,552807071054184448,07 Jan 2015 12:40:51,even hardened news man todays mass shooting charliehebdo ferociously shocking writes jonsnowc4 httptcoacizmqcx0a,2
209,552807101442322432,07 Jan 2015 12:40:58,attack charliehebdothe intl community allow extremists silence free flow opinions httptco1bgo8hrrbf pressfreedom,2
210,552807191775043585,07 Jan 2015 12:41:19,charliehebdo eyes charliehebdo httptcov195erxsy2,2
211,552807210041212928,07 Jan 2015 12:41:24,charliehebdo liveblog independent says news director charb critical cond aq put price put head httptcokgvaxtzyt4,0
212,552807236339507200,07 Jan 2015 12:41:30,rt jesuischarlie support charliehebdo httptcoevnntxsric,2
213,552807328287064065,07 Jan 2015 12:41:52,daily telegraph pixelated charlie hebdo cover shameful httptcogsu6a91szt,2
214,552807528070131712,07 Jan 2015 12:42:40,french police confirm charliehebdo attackers shouted prophet avengedsigh,3
215,552807536894947329,07 Jan 2015 12:42:42,attack charlie hebdo likely radicalize sides debate islam islamism thats terrorists aiming,2
216,552807582113730560,07 Jan 2015 12:42:52,shooting french magazine charliehebdo hideous attack free speech paris everywhere,2
